日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2023-12-23,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,1135,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-24,payment,交通,飛行機,-,-,,,-,（プレミアム会員で表示）,0,15273,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-24,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,693,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-24,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,261540,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-25,income,給与所得,-,-,-,,経費,-,（プレミアム会員で表示）,3400,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-27,payment,クルマ,免許教習,-,-,,,-,（プレミアム会員で表示）,0,3850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-27,payment,クルマ,駐車場,-,-,,,-,（プレミアム会員で表示）,0,400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-27,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-27,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,7000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-28,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,379,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-28,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-28,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,690,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-28,payment,エンタメ,"カラオケ ボーリング",-,-,,,-,（プレミアム会員で表示）,0,2700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-28,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,690,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-29,payment,教育・教養,その他,-,-,,ブログ,-,（プレミアム会員で表示）,0,13200,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-30,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,543,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-30,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,5400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-30,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,210,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-30,payment,美容・衣服,洋服,-,-,,ユニクロ,-,（プレミアム会員で表示）,0,9970,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-31,payment,交際費,プレゼント,-,-,,お土産,-,（プレミアム会員で表示）,0,4417,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-31,payment,美容・衣服,アクセサリー・小物,-,-,,ユニクロ,-,（プレミアム会員で表示）,0,2780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-31,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,1074,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-01,payment,交際費,プレゼント,-,-,,お年玉,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-05,payment,教育・教養,参考書,-,-,,,-,（プレミアム会員で表示）,0,2229,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-06,payment,エンタメ,レジャー,-,-,,熊本旅行,-,（プレミアム会員で表示）,0,33800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-07,payment,交通,飛行機,-,-,,,-,（プレミアム会員で表示）,0,23880,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-07,payment,交際費,プレゼント,-,-,,お土産,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-07,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-08,payment,交通,Suica,-,-,,定期6ヶ月,-,（プレミアム会員で表示）,0,77250,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-08,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1737,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-08,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,220,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-10,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-10,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,1150,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-10,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,884,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-11,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,340,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-11,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,1310,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-11,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,180,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-12,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-13,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-13,payment,美容・衣服,美容院,-,-,,,-,（プレミアム会員で表示）,0,2620,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-13,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,525,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2024-01-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1059,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
